paragrafnummer,group_count,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
1975,9,med,PL,|med|vara med:7|,|med..ab.1|vara_med..vbm.1:7|,|med..4:-1.000|vara_med..1:7:-1.000|vara_med..2:7:-1.000|vara_med..3:7:-1.000|,|,|,,8,7,PL,-1,Svenskt frasnät (SweFN),0
1975,9,.,MAD,|,|,|,|,|,,9,4,IP,-1,Svenskt frasnät (SweFN),0
1886,10,Alla,PN.UTR+NEU.PLU.IND.SUB+OBJ,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,1,2,SS,-1,Svenskt frasnät (SweFN),1
1886,10,bygger,VB.PRS.AKT,|bygga|bygga luftslott|,|bygga..vb.1|bygga_luftslott..vbm.1|,|bygga..1:-1.000|bygga_luftslott..1:-1.000|,|bygga..vb.1+ge..vb.1:6.069e-13|,|bygg+ger|,0.0,2,0,ROOT,-1,Svenskt frasnät (SweFN),1
1886,10,romantiska,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|romantisk|,|romantisk..av.1|romantisk..av.2|,|romantisk..1:0.937|romantisk..2:0.036|romantisk..3:0.026|,|,|,1.0,3,4,AT,-1,Svenskt frasnät (SweFN),1
1886,10,luftslott,NN.NEU.PLU.IND.NOM,|luftslott|bygga luftslott:02|,|luftslott..nn.1|bygga_luftslott..vbm.1:02|,|luftslott..1:-1.000|bygga_luftslott..1:02:-1.000|,|luft..nn.2+slott..nn.1:4.792e-11|luft..nn.1+slott..nn.1:4.792e-11|luft..nn.1+slott..nn.2:4.792e-11|luft..nn.2+slott..nn.2:4.792e-11|,|luft+slott|,,4,2,OO,-1,Svenskt frasnät (SweFN),1
1886,10,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,5,4,ET,-1,Svenskt frasnät (SweFN),1
1886,10,sina,PS.UTR+NEU.PLU.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,6,7,DT,-1,Svenskt frasnät (SweFN),1
1886,10,förväntningar,NN.UTR.PLU.IND.NOM,|förväntning|,|förväntning..nn.1|,|förväntning..1:-1.000|,|,|,1.0,7,5,PA,-1,Svenskt frasnät (SweFN),1
1886,10,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,8,7,ET,-1,Svenskt frasnät (SweFN),1
1886,10,livet,NN.NEU.SIN.DEF.NOM,|liv|,|liv..nn.1|,|liv..1:0.708|liv..5:0.126|liv..2:0.099|liv..6:0.058|liv..4:0.005|liv..3:0.004|,|,|,0.0,9,8,PA,-1,Svenskt frasnät (SweFN),1
1886,10,.,MAD,|,|,|,|,|,,10,2,IP,-1,Svenskt frasnät (SweFN),1
1995,16,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,Svenskt frasnät (SweFN),0
1995,16,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,Svenskt frasnät (SweFN),0
1995,16,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,-1,Svenskt frasnät (SweFN),0
1995,16,självklart,JJ.POS.NEU.SIN.IND.NOM,|självklar|,|självklar..av.1|,|självklar..1:-1.000|,|,|själv+klart|,1.0,4,5,AT,-1,Svenskt frasnät (SweFN),0
1995,16,brott,NN.NEU.SIN.IND.NOM,|brott|,|brott..nn.1|brott..nn.2|,|brott..1:0.898|brott..3:0.083|brott..2:0.019|,|,|,-1.0,5,2,SP,-1,Svenskt frasnät (SweFN),0
1995,16,mot,PP,|mot|,|mot..pp.1|,|mot..1:-1.000|mot..2:-1.000|,|,|,,6,2,OA,-1,Svenskt frasnät (SweFN),0
1995,16,våra,PS.UTR+NEU.PLU.DEF,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,7,8,DT,-1,Svenskt frasnät (SweFN),0
1995,16,regler,NN.UTR.PLU.IND.NOM,|regel|,|regel..nn.1|,|regel..1:-1.000|,|,|,0.0,8,6,PA,-1,Svenskt frasnät (SweFN),0
1995,16,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,9,8,ET,-1,Svenskt frasnät (SweFN),0
1995,16,utge,VB.INF.AKT,|utge|utge sig|,|utge..vb.1|utge_sig..vbm.1|,|ge_ut..1:-1.000|ge_sig_ut..1:-1.000|,|ut..ab.1+ge..vb.1:4.786e-08|,|ut+ge|,,10,9,IF,-1,Svenskt frasnät (SweFN),0
1995,16,sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig|utge sig:10|,|sig..pn.1|utge_sig..vbm.1:10|,|sig..1:-1.000|ge_sig_ut..1:10:-1.000|,|,|,,11,10,IO,-1,Svenskt frasnät (SweFN),0
1995,16,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,12,10,OO,-1,Svenskt frasnät (SweFN),0
1995,16,vara,VB.INF.AKT,|vara|,|vara..vb.1|vara..vb.2|,|vara..1:0.738|vara..2:0.230|vara..3:0.031|,|,|,0.0,13,12,IF,-1,Svenskt frasnät (SweFN),0
1995,16,någon,DT.UTR.SIN.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,14,15,DT,-1,Svenskt frasnät (SweFN),0
1995,16,annan,JJ.POS.UTR.SIN.IND.NOM,|annan|,|annan..pn.1|,|annan..1:-1.000|,|,|,,15,13,SP,-1,Svenskt frasnät (SweFN),0
1995,16,.,MAD,|,|,|,|,|,,16,2,IP,-1,Svenskt frasnät (SweFN),0
944,26,Klockan,NN.UTR.SIN.DEF.NOM,|klocka|,|klocka..nn.1|,|klocka..1:0.993|klocka..2:0.007|,|,|,0.0,1,2,SS,-1,Bloggmix 2015,1
944,26,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,6,MS,-1,Bloggmix 2015,1
944,26,sju,RG.NOM,|sju|,|sju..nl.1|,|sju..1:-1.000|,|,|,,3,2,OO,-1,Bloggmix 2015,1
944,26,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,4,3,ET,-1,Bloggmix 2015,1
944,26,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mor..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,0.0,5,4,PA,-1,Bloggmix 2015,1
944,26,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,0,ROOT,-1,Bloggmix 2015,1
944,26,vilken,HD.UTR.SIN.IND,|,|,|,|,|,,7,9,DT,-1,Bloggmix 2015,1
944,26,normal,JJ.POS.UTR.SIN.IND.NOM,|normal|,|normal..av.1|,|normal..1:-1.000|,|,|,0.0,8,9,AT,-1,Bloggmix 2015,1
944,26,människa,NN.UTR.SIN.IND.NOM,|människa|,|människa..nn.1|,|människa..1:-1.000|,|,|,0.0,9,15,CJ,-1,Bloggmix 2015,1
944,26,som,HP.-.-.-,|,|,|,|,|,,10,12,SS,-1,Bloggmix 2015,1
944,26,helst,AB.SUV,|gärna|,|gärna..ab.1|,|gärna..1:-1.000|,|,|,,11,12,MA,-1,Bloggmix 2015,1
944,26,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.652|ha..3:0.348|,|,|,0.0,12,9,ET,-1,Bloggmix 2015,1
944,26,åkt,VB.SUP.AKT,|åka|,|åka..vb.1|,|åka..1:-1.000|,|,|,0.0,13,12,VG,-1,Bloggmix 2015,1
944,26,hem,PL,|hem|,|hem..ab.1|,|hem..2:-1.000|,|,|,,14,13,PL,-1,Bloggmix 2015,1
944,26,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,15,6,OO,-1,Bloggmix 2015,1
944,26,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,16,17,SS,-1,Bloggmix 2015,1
944,26,drog,VB.PRT.AKT,|dra|,|dra..vb.1|,|dra..1:0.752|dra..2:0.174|dra..3:0.074|dra..4:0.000|dra..5:0.000|,|,|,0.0,17,15,CJ,-1,Bloggmix 2015,1
944,26,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,18,17,CA,-1,Bloggmix 2015,1
944,26,Revolver,NN.UTR.SIN.IND.NOM,|revolver|,|revolver..nn.1|,|revolver..1:-1.000|,|,|,,19,18,HD,-1,Bloggmix 2015,1
944,26,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,20,17,OA,-1,Bloggmix 2015,1
944,26,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,21,20,PA,-1,Bloggmix 2015,1
944,26,förlänga,VB.INF.AKT,|förlänga|,|förlänga..vb.1|,|förlänga..1:-1.000|,|föra..vb.1+länga..vb.1:3.062e-22|för..nn.1+länga..vb.1:3.805e-25|,|för+länga|,0.0,22,21,IF,-1,Bloggmix 2015,1
944,26,festen,NN.UTR.SIN.DEF.NOM,|fest|,|fest..nn.1|,|fest..1:-1.000|,|fe..nn.1+sten..nn.1:7.320e-19|fe..nn.1+sten..nn.2:7.320e-19|,|fe+sten|,1.0,23,22,IO,-1,Bloggmix 2015,1
944,26,några,DT.UTR+NEU.PLU.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,24,25,DT,-1,Bloggmix 2015,1
944,26,timmar,NN.UTR.PLU.IND.NOM,|timme|,|timme..nn.1|,|timme..1:-1.000|,|,|,0.0,25,22,OO,-1,Bloggmix 2015,1
944,26,.,MAD,|,|,|,|,|,,26,6,IP,-1,Bloggmix 2015,1
703,23,Fogh,PM.NOM,|,|,|,|,|,,1,0,ROOT,-1,Bloggmix 2017,0
703,23,Rasmussen,PM.NOM,|Rasmussen|,|Rasmussen..pm.1|,|Rasmussen..1:-1.000|,|,|,,2,1,HD,-1,Bloggmix 2017,0
703,23,",",MID,|,|,|,|,|,,3,1,IK,-1,Bloggmix 2017,0
703,23,numera,AB,|numera|,|numera..ab.1|,|numera..1:-1.000|,|,|,,4,1,TA,-1,Bloggmix 2017,0
703,23,Goldman,PM.NOM,|,|,|,|,|,,5,4,ET,-1,Bloggmix 2017,0
703,23,Sachs,PM.NOM,|Sachs|,|Sachs..pm.1|,|Sachs..1:-1.000|,|,|,,6,5,HD,-1,Bloggmix 2017,0
703,23,",",MID,|,|,|,|,|,,7,1,IK,-1,Bloggmix 2017,0
703,23,motiverade,VB.PRT.AKT,|motivera|,|motivera..vb.1|,|motivera..1:-1.000|,|,|,-0.0,8,14,MS,-1,Bloggmix 2017,0
703,23,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,9,8,,-1,Bloggmix 2017,0
703,23,sitt,PS.NEU.SIN.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,10,11,DT,-1,Bloggmix 2017,0
703,23,stöd,NN.NEU.SIN.IND.NOM,|stöd|,|stöd..nn.1|,|stöd..2:0.928|stöd..1:0.072|,|,|,-1.0,11,8,OO,-1,Bloggmix 2017,0
703,23,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,12,8,OA,-1,Bloggmix 2017,0
703,23,Irakkriget,NN.NEU.SIN.DEF.NOM,|Irakkrig|Irakkriget|,|,|,|Irak..pm.1+krig..nn.1:6.677e-14|Irak..pm.1+kria..nn.1+get..nn.1:4.536e-24|,|Irak+kriget|Irak+kri+get|,,13,12,PA,-1,Bloggmix 2017,0
703,23,utan,KN,|utan|,|utan..kn.1|,|utan..2:-1.000|,|,|,,14,1,ET,-1,Bloggmix 2017,0
703,23,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,15,14,OA,-1,Bloggmix 2017,0
703,23,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,16,15,PA,-1,Bloggmix 2017,0
703,23,Saddam,PM.NOM,|Saddam|,|Saddam..pm.1|,|Saddam..1:-1.000|,|,|,,17,21,SS,-1,Bloggmix 2017,0
703,23,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,18,21,,-1,Bloggmix 2017,0
703,23,fult,AB.POS,|ful|,|ful..av.1|,|ful..1:-1.000|,|,|,1.0,19,21,TA,-1,Bloggmix 2017,0
703,23,ut,AB,|ut|,|ut..ab.1|,|ut..1:0.930|ut..2:0.070|,|,|,,20,21,AA,-1,Bloggmix 2017,0
703,23,efterlevt,VB.SUP.AKT,|efterleva|,|efterleva..vb.1|,|efterleva..1:-1.000|,|efter..av.1+leva..vb.1:9.557e-21|,|efter+levt|,,21,16,UA,-1,Bloggmix 2017,0
703,23,FN-resolutionen,NN.UTR.SIN.DEF.NOM,|FN-resolution|,|,|,|FN..pma.1+resolution..nn.1:3.215e-27|,|FN-+resolutionen|,,22,21,OO,-1,Bloggmix 2017,0
703,23,.,MAD,|,|,|,|,|,,23,1,IP,-1,Bloggmix 2017,0
690,12,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,Bloggmix 2017,1
690,12,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.264|kunna..4:0.261|kunna..1:0.249|kunna..3:0.226|,|,|,1.0,2,9,MS,-1,Bloggmix 2017,1
690,12,vinkla,VB.INF.AKT,|vinkla|,|vinkla..vb.1|,|vinkla..2:0.590|vinkla..1:0.410|,|vink..nn.1+lägga..vb.1:6.790e-13|vinka..vb.1+lägga..vb.1:2.273e-21|,|vink+la|,,3,2,VG,-1,Bloggmix 2017,1
690,12,skärmen,NN.UTR.SIN.DEF.NOM,|skärm|,|skärm..nn.1|,|skärm..2:0.656|skärm..1:0.344|,|skära..nn.1+men..nn.2:2.786e-12|skär..nn.1+men..nn.2:2.786e-12|skära..nn.1+m..nn.1:2.786e-12|skära..nn.1+men..nn.1:2.786e-12|skär..nn.1+men..nn.1:2.786e-12|skär..nn.1+m..nn.1:2.786e-12|skära..vb.2+men..nn.2:1.235e-12|skära..vb.1+men..nn.2:1.235e-12|skära..vb.2+men..nn.1:1.235e-12|skära..vb.1+m..nn.1:1.235e-12|skära..vb.2+m..nn.1:1.235e-12|skära..vb.1+men..nn.1:1.235e-12|skär..av.1+men..nn.2:1.190e-12|skär..av.1+m..nn.1:1.190e-12|skär..av.1+men..nn.1:1.190e-12|,|skär+men|,,4,3,OO,-1,Bloggmix 2017,1
690,12,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,5,3,RA,-1,Bloggmix 2017,1
690,12,vissa,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|viss|,|viss..av.1|,|viss..2:0.528|viss..1:0.472|,|,|,1.0,6,7,DT,-1,Bloggmix 2017,1
690,12,lägen,NN.NEU.PLU.IND.NOM,|läge|,|läge..nn.1|,|läge..2:0.613|läge..1:0.387|,|lä..nn.1+gen..nn.1:4.989e-12|,|lä+gen|,0.0,7,5,PA,-1,Bloggmix 2017,1
690,12,",",MID,|,|,|,|,|,,8,9,IK,-1,Bloggmix 2017,1
690,12,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,9,0,ROOT,-1,Bloggmix 2017,1
690,12,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,10,11,,-1,Bloggmix 2017,1
690,12,utåt,AB,|utåt|,|utåt..ab.1|,|utåt..2:-1.000|,|,|,,11,9,+F,-1,Bloggmix 2017,1
690,12,.,MAD,|,|,|,|,|,,12,9,IP,-1,Bloggmix 2017,1
1164,24,Storbritanniens,PM.GEN,|Storbritannien|,|Storbritannien..pm.1|,|Storbritannien..1:-1.000|,|,|,,1,0,ROOT,-1,8 sidor,0
1164,24,premiärminister,NN.UTR.SIN.IND.NOM,|premiärminister|,|premiärminister..nn.1|,|premiärminister..1:-1.000|,|premiär..nn.1+minister..nn.1:2.598e-11|premiär..nn.1+min..nn.1+ister..nn.1:5.078e-18|premiär..nn.1+mina..nn.1+ister..nn.1:5.078e-18|,|premiär+minister|premiär+min+ister|,0.0,2,3,DT,-1,8 sidor,0
1164,24,Boris,PM.NOM,|Boris|,|Boris..pm.1|,|Boris..1:-1.000|,|,|,,3,5,SS,-1,8 sidor,0
1164,24,Johnson,PM.NOM,|Johnson|,|Johnson..pm.1|,|Johnson..1:-1.000|,|,|,,4,3,HD,-1,8 sidor,0
1164,24,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.804|ha..3:0.196|,|,|,0.0,5,1,OO,-1,8 sidor,0
1164,24,sagt,VB.SUP.AKT,|säga|,|säga..vb.1|,|säga..1:0.905|säga..2:0.091|säga..3:0.005|,|,|,0.0,6,5,VG,-1,8 sidor,0
1164,24,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,7,6,OO,-1,8 sidor,0
1164,24,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,8,14,SS,-1,8 sidor,0
1164,24,som,HP.-.-.-,|,|,|,|,|,,9,10,SS,-1,8 sidor,0
1164,24,blir,VB.PRS.AKT,|bli|,|bli..vb.1|,|bli..1:0.677|bli..2:0.323|,|,|,0.0,10,8,ET,-1,8 sidor,0
1164,24,dömda,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|,|,|,|,|,,11,10,SP,-1,8 sidor,0
1164,24,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,12,10,OA,-1,8 sidor,0
1164,24,rasism,NN.UTR.SIN.IND.NOM,|rasism|,|rasism..nn.1|,|rasism..1:-1.000|,|ras..nn.1+ism..nn.1:2.067e-12|ras..nn.2+ism..nn.1:2.067e-12|,|ras+ism|,,13,12,PA,-1,8 sidor,0
1164,24,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,-0.0,14,7,UA,-1,8 sidor,0
1164,24,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,15,14,,-1,8 sidor,0
1164,24,välkomna,VB.INF.AKT,|välkomna|,|välkomna..vb.1|,|välkomna..1:-1.000|,|,|,-1.0,16,14,VG,-1,8 sidor,0
1164,24,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,17,19,SS,-1,8 sidor,0
1164,24,komma,VB.INF.AKT,|komma|,|komma..vb.1|,|komma..3:0.575|komma..1:0.425|,|,|,1.0,18,19,CJ,-1,8 sidor,0
1164,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,19,16,SP,-1,8 sidor,0
1164,24,titta,VB.INF.AKT,|titta|,|titta..vb.1|,|titta..1:-1.000|,|titt..nn.1+ta..vb.1:9.223e-11|tita..nn.1+ta..vb.1:8.000e-13|titta..vb.1+ta..vb.1:4.690e-20|,|titt+ta|tit+ta|,0.0,20,19,CJ,-1,8 sidor,0
1164,24,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,21,16,RA,-1,8 sidor,0
1164,24,fotbollsmatcher,NN.UTR.PLU.IND.NOM,|fotbollsmatch|,|fotbollsmatch..nn.1|,|fotbollsmatch..1:-1.000|,|fotboll..nn.1+match..nn.1:2.635e-11|fotboll..nn.2+match..nn.1:2.635e-11|fot..nn.2+boll..nn.1+match..nn.1:5.284e-19|fot..nn.1+boll..nn.1+match..nn.1:5.284e-19|fota..vb.1+boll..nn.1+match..nn.1:2.196e-28|,|fotbolls+matcher|fot+bolls+matcher|,,22,21,PA,-1,8 sidor,0
1164,24,sedan,AB,|sedan|,|sedan..ab.1|,|sedan..1:-1.000|,|,|,,23,16,TA,-1,8 sidor,0
1164,24,.,MAD,|,|,|,|,|,,24,1,IP,-1,8 sidor,0
1470,21,Även,AB,|även|även om|,|även..ab.1|även_om..snm.1|,|även..1:-1.000|även_om..1:-1.000|,|,|,,1,0,ROOT,-1,Bloggmix 2017,1
1470,21,om,SN,|om|även om:01|,|om..sn.1|även_om..snm.1:01|,|om..2:-1.000|om..3:-1.000|även_om..1:01:-1.000|,|,|,,2,1,HD,-1,Bloggmix 2017,1
1470,21,den,DT.UTR.SIN.DEF,|en|den|den här|,|en..al.1|den..pn.1|den_här..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_här..1:-1.000|,|,|,,3,5,DT,-1,Bloggmix 2017,1
1470,21,här,AB,|här|den här:03|,|här..ab.1|den_här..pnm.1:03|,|här..1:-1.000|den_här..1:03:-1.000|,|,|,,4,3,HD,-1,Bloggmix 2017,1
1470,21,veckan,NN.UTR.SIN.DEF.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0.0,5,6,SS,-1,Bloggmix 2017,1
1470,21,varit,VB.SUP.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,6,1,UA,-1,Bloggmix 2017,1
1470,21,betydligt,AB,|betydlig|,|betydlig..av.1|,|betydlig..1:-1.000|,|,|,1.0,7,8,AA,-1,Bloggmix 2017,1
1470,21,bättre,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|god|,|bra..av.1|god..av.1|,|bra..3:0.487|god..1:0.223|god..3:0.185|bra..5:0.074|god..2:0.031|,|,|,1.0,8,6,SP,-1,Bloggmix 2017,1
1470,21,än,KN,|,|,|,|,|,,9,6,KA,-1,Bloggmix 2017,1
1470,21,förra,JJ.POS.UTR+NEU.SIN.DEF.NOM,|förra|,|förra..av.1|,|förra..1:-1.000|,|,|,0.0,10,11,DT,-1,Bloggmix 2017,1
1470,21,veckan,NN.UTR.SIN.DEF.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0.0,11,9,UA,-1,Bloggmix 2017,1
1470,21,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.585|känna..1:0.293|känna..4:0.114|känna..3:0.007|känna_sig..1:-1.000|,|,|,-0.0,12,6,+F,-1,Bloggmix 2017,1
1470,21,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,13,12,SS,-1,Bloggmix 2017,1
1470,21,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:12|,|jag..pn.1|känna_sig..vbm.1:12|,|jag..1:-1.000|känna_sig..1:12:-1.000|,|,|,,14,12,OO,-1,Bloggmix 2017,1
1470,21,ändå,AB,|ändå|,|ändå..ab.1|,|ändå..1:-1.000|,|,|,,15,12,+A,-1,Bloggmix 2017,1
