paragrafnummer,group_count,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
1087,16,fått,VB.SUP.AKT,|få|,|få..vb.1|,|få..1:0.907|få..3:0.093|,|,|,1.0,5,4,VG,-1,SVT Nyheter 1004,0
1087,16,in,PL,|in|,|in..ab.1|,|in..1:-1.000|,|,|,,6,5,PL,-1,SVT Nyheter 1004,0
1087,16,ytterligare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|ytterlig|,|ytterlig..av.1|,|ytterlig..1:-1.000|,|,|,0.0,7,9,DT,-1,SVT Nyheter 1004,0
1087,16,fem,RG.NOM,|fem|,|fem..nl.1|,|fem..1:-1.000|,|,|,,8,9,DT,-1,SVT Nyheter 1004,0
1087,16,anmälningar,NN.UTR.PLU.IND.NOM,|anmälan|anmälning|,|anmälan..nn.2|anmälning..nn.1|,|anmälning..1:1.000|anmälan..2:0.000|,|,|,0.0,9,5,OO,-1,SVT Nyheter 1004,0
1087,16,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,10,9,ET,-1,SVT Nyheter 1004,0
1087,16,misshandel,NN.UTR.SIN.IND.NOM,|misshandel|,|misshandel..nn.1|,|misshandel..1:-1.000|,|miss..nn.2+handel..nn.2:7.874e-11|miss..nn.2+handel..nn.1:7.874e-11|miss..nn.1+handel..nn.1:7.874e-11|miss..nn.1+handel..nn.2:7.874e-11|misse..nn.1+handel..nn.1:7.874e-11|misse..nn.1+handel..nn.2:7.874e-11|missa..vb.1+handel..nn.2:2.248e-20|missa..vb.1+handel..nn.1:2.248e-20|misse..nn.1+hand..nn.1+el..nn.1:3.288e-15|miss..nn.1+hand..nn.1+el..nn.1:3.288e-15|miss..nn.2+hand..nn.1+el..nn.1:3.288e-15|misse..nn.1+hane..nn.1+del..nn.1:1.956e-23|miss..nn.2+hane..nn.1+del..nn.1:1.956e-23|miss..nn.1+hane..nn.1+del..nn.1:1.956e-23|missa..vb.1+hand..nn.1+el..nn.1:2.115e-24|missa..vb.1+hane..nn.1+del..nn.1:1.258e-32|,|miss+handel|miss+hand+el|miss+han+del|,-1.0,11,10,PA,-1,SVT Nyheter 1004,0
1087,16,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,12,11,ET,-1,SVT Nyheter 1004,0
1087,16,samband,NN.NEU.SIN.IND.NOM,|samband|,|samband..nn.1|,|samband..1:-1.000|,|samba..nn.1+and..nn.2:7.945e-18|samba..nn.1+and..nn.1:7.945e-18|sam..sxc.1+band..nn.1:1.012e-18|,|samb+and|sam+band|,0.0,13,12,HD,-1,SVT Nyheter 1004,0
1087,16,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,14,11,ET,-1,SVT Nyheter 1004,0
1087,16,krogbråket,NN.NEU.SIN.DEF.NOM,|krogbråk|,|,|,|krog..nn.1+bråk..nn.1:3.700e-12|,|krog+bråket|,,15,14,PA,-1,SVT Nyheter 1004,0
1087,16,.,MAD,|,|,|,|,|,,16,4,IP,-1,SVT Nyheter 1004,0
1734,11,En,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,1,3,DT,-1,Svenskt frasnät (SweFN),0
1734,11,gammal,JJ.POS.UTR.SIN.IND.NOM,|gammal|,|gammal..av.1|,|gammal..1:-1.000|,|,|,0.0,2,3,AT,-1,Svenskt frasnät (SweFN),0
1734,11,tradition,NN.UTR.SIN.IND.NOM,|tradition|,|tradition..nn.1|,|tradition..1:0.894|tradition..2:0.106|,|,|,0.0,3,4,SP,-1,Svenskt frasnät (SweFN),0
1734,11,säger,VB.PRS.AKT,|säga|,|säga..vb.1|,|säga..1:0.719|säga..2:0.236|säga..3:0.044|,|,|,0.0,4,0,ROOT,-1,Svenskt frasnät (SweFN),0
1734,11,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,4,SS,-1,Svenskt frasnät (SweFN),0
1734,11,tiotusentals,AB,|,|,|,|,|,,6,7,AA,-1,Svenskt frasnät (SweFN),0
1734,11,kristna,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|kristen|,|kristen..av.1|,|kristen..1:-1.000|,|,|,0.0,7,8,SS,-1,Svenskt frasnät (SweFN),0
1734,11,tvångskommenderades,VB.PRT.SFO,|tvångskommendera|,|tvångskommendera..vb.1|,|tvångskommendera..1:-1.000|,|tvång..nn.1+kommendera..vb.1:1.136e-16|,|tvångs+kommenderades|,,8,5,UA,-1,Svenskt frasnät (SweFN),0
1734,11,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,9,8,OA,-1,Svenskt frasnät (SweFN),0
1734,11,bygget,NN.NEU.SIN.DEF.NOM,|bygge|,|bygge..nn.1|,|bygge..1:-1.000|,|bygga..vb.1+get..nn.1:1.364e-12|,|bygg+get|,0.0,10,9,PA,-1,Svenskt frasnät (SweFN),0
1734,11,.,MAD,|,|,|,|,|,,11,4,IP,-1,Svenskt frasnät (SweFN),0
502,16,Ligan,NN.UTR.SIN.DEF.NOM,|liga|,|liga..nn.1|,|liga..1:0.969|liga..2:0.031|,|Li..pm.1+gan..nn.1:3.616e-16|lie..nn.1+gan..nn.1:2.689e-20|,|Li+gan|li+gan|,,1,2,SS,-1,8 Sidor,1
502,16,hjälpte,VB.PRT.AKT,|hjälpa|,|hjälpa..vb.1|,|hjälpa..1:-1.000|,|,|,1.0,2,0,ROOT,-1,8 Sidor,1
502,16,människor,NN.UTR.PLU.IND.NOM,|människa|,|människa..nn.1|,|människa..1:-1.000|,|,|,0.0,3,2,OO,-1,8 Sidor,1
502,16,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,4,2,RA,-1,8 Sidor,1
502,16,hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|,|hel..av.1|,|hel..1:0.839|hel..2:0.161|,|,|,0.0,5,6,AT,-1,8 Sidor,1
502,16,Sverige,PM.NOM,|Sverige|,|Sverige..pm.1|,|Sverige..1:-1.000|,|,|,,6,4,PA,-1,8 Sidor,1
502,16,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,7,2,OA,-1,8 Sidor,1
502,16,fuska,VB.INF.AKT,|fuska|,|fuska..vb.1|,|fuska..3:0.844|fuska..1:0.086|fuska..2:0.070|,|,|,-1.0,8,7,IF,-1,8 Sidor,1
502,16,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,9,8,OA,-1,8 Sidor,1
502,16,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,8,ES,-1,8 Sidor,1
502,16,få,VB.INF.AKT,|få|,|få..vb.1|,|få..1:0.900|få..3:0.100|,|,|,1.0,11,10,IF,-1,8 Sidor,1
502,16,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,12,13,AT,-1,8 Sidor,1
502,16,resultat,NN.NEU.SIN.IND.NOM,|resultat|,|resultat..nn.1|,|resultat..1:-1.000|,|,|,0.0,13,11,OO,-1,8 Sidor,1
502,16,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,14,11,RA,-1,8 Sidor,1
502,16,provet,NN.NEU.SIN.DEF.NOM,|prov|,|prov..nn.2|prov..nn.1|,|prov..2:0.659|prov..3:0.181|prov..1:0.160|,|,|,0.0,15,14,PA,-1,8 Sidor,1
502,16,.,MAD,|,|,|,|,|,,16,2,IP,-1,8 Sidor,1
681,24,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,Bloggmix 2017,1
681,24,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.684|ha..3:0.316|,|,|,0.0,2,8,MS,-1,Bloggmix 2017,1
681,24,haft,VB.SUP.AKT,|ha|,|ha..vb.1|,|ha..1:0.718|ha..3:0.282|,|,|,0.0,3,2,VG,-1,Bloggmix 2017,1
681,24,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,7,DT,-1,Bloggmix 2017,1
681,24,jävligt,AB.POS,|jävlig|jävligt|,|jävlig..av.1|jävligt..ab.1|,|jävligt..1:0.781|jävlig..1:0.219|,|,|,,5,6,AA,-1,Bloggmix 2017,1
681,24,tufft,JJ.POS.NEU.SIN.IND.NOM,|tuff|,|tuff..av.1|,|tuff..1:0.942|tuff..3:0.058|,|,|,1.0,6,7,AT,-1,Bloggmix 2017,1
681,24,år,NN.NEU.SIN.IND.NOM,|år|,|år..nn.1|,|år..1:-1.000|,|,|,0.0,7,3,TA,-1,Bloggmix 2017,1
681,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,0,ROOT,-1,Bloggmix 2017,1
681,24,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,SS,-1,Bloggmix 2017,1
681,24,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.916|ha..3:0.084|,|,|,0.0,10,17,MS,-1,Bloggmix 2017,1
681,24,fått,VB.SUP.AKT,|få|,|få..vb.1|,|få..1:0.939|få..3:0.061|,|,|,1.0,11,10,VG,-1,Bloggmix 2017,1
681,24,hjälp,NN.UTR.SIN.IND.NOM,|hjälp|,|hjälp..nn.1|,|hjälp..1:0.856|hjälp..2:0.144|,|,|,1.0,12,11,OO,-1,Bloggmix 2017,1
681,24,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,13,15,DT,-1,Bloggmix 2017,1
681,24,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.999|familj..2:0.001|,|,|,0.0,14,15,CJ,-1,Bloggmix 2017,1
681,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,15,11,ET,-1,Bloggmix 2017,1
681,24,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,16,15,CJ,-1,Bloggmix 2017,1
681,24,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,17,20,VG,-1,Bloggmix 2017,1
681,24,utan,PP,|utan|,|utan..pp.1|,|utan..1:-1.000|,|,|,,18,17,ET,-1,Bloggmix 2017,1
681,24,dem,PN.UTR+NEU.PLU.DEF.OBJ,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,19,18,PA,-1,Bloggmix 2017,1
681,24,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.878|ha..3:0.122|,|,|,-0.0,20,8,MS,-1,Bloggmix 2017,1
681,24,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,21,20,SS,-1,Bloggmix 2017,1
681,24,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,22,20,,-1,Bloggmix 2017,1
681,24,gått,VB.SUP.AKT,|gå|,|gå..vb.1|,|gå..7:0.339|gå..2:0.173|gå..6:0.124|gå..1:0.063|gå..4:0.062|gå..11:0.058|gå..8:0.055|gå..9:0.042|gå..3:0.033|gå..5:0.033|gå..10:0.017|,|,|,1.0,23,17,+F,-1,Bloggmix 2017,1
681,24,.,MAD,|,|,|,|,|,,24,8,IP,-1,Bloggmix 2017,1
765,14,När,HA,|när|,|när..ab.1|,|nära..1:0.750|när..1:0.250|,|,|,,1,3,TA,-1,Bloggmix 2017,0
765,14,Olivia,PM.NOM,|Olivia|,|Olivia..pm.1|,|Olivia..1:-1.000|,|,|,,2,3,SS,-1,Bloggmix 2017,0
765,14,somnat,VB.SUP.AKT,|somna|,|somna..vb.1|,|somna..1:-1.000|,|,|,,3,5,TA,-1,Bloggmix 2017,0
765,14,",",MID,|,|,|,|,|,,4,5,IK,-1,Bloggmix 2017,0
765,14,tände,VB.PRT.AKT,|tända|,|tända..vb.1|,|tända..1:0.996|tända..2:0.004|,|,|,0.0,5,9,MS,-1,Bloggmix 2017,0
765,14,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,5,SS,-1,Bloggmix 2017,0
765,14,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,7,8,DT,-1,Bloggmix 2017,0
765,14,lampa,NN.UTR.SIN.IND.NOM,|lampa|,|lampa..nn.1|,|lampa..1:-1.000|,|,|,,8,5,OO,-1,Bloggmix 2017,0
765,14,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,9,0,ROOT,-1,Bloggmix 2017,0
765,14,kunde,VB.PRT.AKT,|kunna|,|kunna..vb.1|,|kunna..3:0.410|kunna..2:0.338|kunna..4:0.206|kunna..1:0.047|,|,|,-0.0,10,9,+F,-1,Bloggmix 2017,0
765,14,sedan,AB,|sedan|,|sedan..ab.1|,|sedan..1:-1.000|,|,|,,11,10,TA,-1,Bloggmix 2017,0
765,14,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,12,10,,-1,Bloggmix 2017,0
765,14,somna,VB.INF.AKT,|somna|,|somna..vb.1|,|somna..1:-1.000|,|,|,,13,10,VG,-1,Bloggmix 2017,0
765,14,.,MAD,|,|,|,|,|,,14,9,IP,-1,Bloggmix 2017,0
1630,19,Ja,IN,|ja|,|ja..in.1|,|ja..1:-1.000|,|,|,1.0,1,0,ROOT,-1,Flashback: Politik,0
1630,19,",",MID,|,|,|,|,|,,2,1,IK,-1,Flashback: Politik,0
1630,19,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,3,4,FS,-1,Flashback: Politik,0
1630,19,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,4,8,MS,-1,Flashback: Politik,0
1630,19,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,5,6,AA,-1,Flashback: Politik,0
1630,19,obegripligt,JJ.POS.NEU.SIN.IND.NOM,|obegriplig|,|obegriplig..av.1|,|obegriplig..1:-1.000|,|,|,-1.0,6,4,SP,-1,Flashback: Politik,0
1630,19,",",MID,|,|,|,|,|,,7,4,IK,-1,Flashback: Politik,0
1630,19,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,1,MS,-1,Flashback: Politik,0
1630,19,vilken,HD.UTR.SIN.IND,|,|,|,|,|,,9,11,DT,-1,Flashback: Politik,0
1630,19,ofattbar,JJ.POS.UTR.SIN.IND.NOM,|ofattbar|,|ofattbar..av.1|,|ofattbar..1:-1.000|,|,|,0.0,10,11,AT,-1,Flashback: Politik,0
1630,19,slump,NN.UTR.SIN.IND.NOM,|slump|,|slump..nn.1|slump..nn.2|,|slump..1:0.991|slump..2:0.009|,|,|,,11,8,+F,-1,Flashback: Politik,0
1630,19,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,12,11,ET,-1,Flashback: Politik,0
1630,19,killen,NN.UTR.SIN.DEF.NOM,|kille|,|kille..nn.1|kille..nn.2|,|kille..3:0.465|kille..1:0.459|kille..2:0.076|,|kille..nn.1+l..nn.1:2.712e-20|kil..nn.1+l..nn.1:1.907e-20|killa..vb.1+l..nn.1:1.087e-28|,|kill+len|kil+len|,0.0,13,15,SS,-1,Flashback: Politik,0
1630,19,dessutom,AB,|dessutom|,|dessutom..ab.1|,|dessutom..1:-1.000|,|,|,,14,15,+A,-1,Flashback: Politik,0
1630,19,råkar,VB.PRS.AKT,|råka|,|råka..vb.1|,|råka..2:0.531|råka..1:0.469|,|,|,0.0,15,12,UA,-1,Flashback: Politik,0
1630,19,vara,VB.INF.AKT,|vara|,|vara..vb.1|vara..vb.2|,|vara..1:0.667|vara..2:0.228|vara..3:0.106|,|,|,0.0,16,15,VS,-1,Flashback: Politik,0
1630,19,socialdemokratiskt,JJ.POS.NEU.SIN.IND.NOM,|socialdemokratisk|,|socialdemokratisk..av.1|,|socialdemokratisk..1:-1.000|,|social..av.1+demokratisk..av.1:3.096e-12|,|social+demokratiskt|,0.0,17,18,AT,-1,Flashback: Politik,0
1630,19,kommunalråd,NN.NEU.SIN.IND.NOM,|kommunalråd|,|kommunalråd..nn.1|,|kommunalråd..1:-1.000|,|kommunal..av.1+råd..nn.3:8.110e-11|kommunal..av.1+råd..nn.2:8.110e-11|kommunal..av.1+råd..nn.1:8.110e-11|kommun..nn.1+al..nn.1+råd..nn.3:7.802e-16|kommun..nn.1+al..nn.1+råd..nn.1:7.802e-16|kommun..nn.1+al..nn.1+råd..nn.2:7.802e-16|,|kommunal+råd|kommun+al+råd|,0.0,18,16,SP,-1,Flashback: Politik,0
1630,19,.,MAD,|,|,|,|,|,,19,1,IP,-1,Flashback: Politik,0
152,16,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,-1,8 Sidor,0
152,16,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.584|ha..3:0.416|,|,|,0.0,2,9,MS,-1,8 Sidor,0
152,16,berättat,VB.SUP.AKT,|berätta|,|berätta..vb.1|,|berätta..1:-1.000|,|,|,0.0,3,2,VG,-1,8 Sidor,0
152,16,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,OO,-1,8 Sidor,0
152,16,höften,NN.UTR.SIN.DEF.NOM,|höft|,|höft..nn.1|,|höft..1:-1.000|,|,|,,5,6,SS,-1,8 Sidor,0
152,16,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,6,4,UA,-1,8 Sidor,0
152,16,opereras,VB.INF.SFO,|operera|,|operera..vb.1|,|operera..1:0.988|operera..3:0.011|operera..2:0.001|,|,|,0.0,7,6,VG,-1,8 Sidor,0
152,16,",",MID,|,|,|,|,|,,8,9,IK,-1,8 Sidor,0
152,16,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,9,0,ROOT,-1,8 Sidor,0
152,16,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,10,11,SS,-1,8 Sidor,0
152,16,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..3:0.515|ha..1:0.485|,|,|,-0.0,11,9,MS,-1,8 Sidor,0
152,16,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,12,11,,-1,8 Sidor,0
152,16,velat,VB.SUP.AKT,|vela|vilja|,|vela..vb.1|vilja..vb.1|,|vilja..1:0.588|vela..1:0.412|,|,|,-0.0,13,11,VG,-1,8 Sidor,0
152,16,säga,VB.INF.AKT,|säga|,|säga..vb.1|,|säga..1:0.972|säga..2:0.018|säga..3:0.010|,|,|,0.0,14,13,VG,-1,8 Sidor,0
152,16,när,HA,|när|,|när..ab.1|,|när..1:0.889|nära..1:0.111|,|,|,,15,14,ROOT,-1,8 Sidor,0
152,16,.,MAD,|,|,|,|,|,,16,15,IP,-1,8 Sidor,0
1138,25,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,SVT Nyheter 1018,0
1138,25,gör,VB.PRS.AKT,|göra|,|göra..vb.1|,|göra..1:0.889|göra..2:0.082|göra..3:0.029|,|,|,0.0,2,0,ROOT,-1,SVT Nyheter 1018,0
1138,25,också,AB,|också|,|också..ab.1|,|också..1:-1.000|,|,|,,3,2,+A,-1,SVT Nyheter 1018,0
1138,25,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,2,OO,-1,SVT Nyheter 1018,0
1138,25,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,5,4,UA,-1,SVT Nyheter 1018,0
1138,25,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,6,5,OO,-1,SVT Nyheter 1018,0
1138,25,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,7,8,SS,-1,SVT Nyheter 1018,0
1138,25,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,8,6,UA,-1,SVT Nyheter 1018,0
1138,25,svårt,JJ.POS.NEU.SIN.IND.NOM,|svår|,|svår..av.1|,|svår..1:0.913|svår..2:0.087|,|,|,-1.0,9,8,SP,-1,SVT Nyheter 1018,0
1138,25,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,10,8,OA,-1,SVT Nyheter 1018,0
1138,25,olika,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|olik|,|olik..av.1|,|olik..1:-1.000|,|,|,0.0,11,12,AT,-1,SVT Nyheter 1018,0
1138,25,nättjänster,NN.UTR.PLU.IND.NOM,|nättjänst|,|,|,|nät..nn.1+tjänst..nn.2:1.570e-10|nät..nn.1+tjänst..nn.1:1.570e-10|nätt..av.1+tjänst..nn.1:2.760e-12|nätt..av.1+tjänst..nn.2:2.760e-12|,|nät+tjänster|nätt+tjänster|,,12,10,PA,-1,SVT Nyheter 1018,0
1138,25,",",MID,|,|,|,|,|,,13,8,IK,-1,SVT Nyheter 1018,0
1138,25,framför,PP,|framför|framför allt|,|framför..pp.1|framför_allt..abm.1|,|framförallt..1:1.000|framför..1:0.000|,|,|,,14,8,RA,-1,SVT Nyheter 1018,0
1138,25,allt,PN.NEU.SIN.IND.SUB+OBJ,|all|framför allt:14|,|all..pn.1|framför_allt..abm.1:14|,|all..1:-1.000|framförallt..1:14:-1.000|,|,|,,15,14,HD,-1,SVT Nyheter 1018,0
1138,25,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,16,17,DT,-1,SVT Nyheter 1018,0
1138,25,mindre,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|liten|,|liten..av.1|,|liten..1:-1.000|,|,|,0.0,17,14,PA,-1,SVT Nyheter 1018,0
1138,25,",",MID,|,|,|,|,|,,18,17,IK,-1,SVT Nyheter 1018,0
1138,25,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,19,17,OA,-1,SVT Nyheter 1018,0
1138,25,använda,VB.INF.AKT,|använda|,|använda..vb.1|,|använda..1:-1.000|,|an..ab.1+vända..vb.2:8.602e-11|an..ab.1+vända..vb.1:8.602e-11|,|an+vända|,0.0,20,19,IF,-1,SVT Nyheter 1018,0
1138,25,säkra,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|säker|,|säker..av.1|,|säker..1:0.573|säker..2:0.315|säker..3:0.112|,|,|,1.0,21,22,AT,-1,SVT Nyheter 1018,0
1138,25,identiteter,NN.UTR.PLU.IND.NOM,|identitet|,|identitet..nn.1|,|identitet..1:-1.000|,|id..nn.3+entitet..nn.1:3.217e-13|id..nn.1+entitet..nn.1:3.217e-13|id..nn.2+entitet..nn.1:3.217e-13|id..nn.1+entita..nn.1+eter..nn.2:5.818e-27|id..nn.3+entita..nn.1+eter..nn.2:5.818e-27|id..nn.1+entita..nn.1+eter..nn.1:5.818e-27|id..nn.2+entita..nn.1+eter..nn.1:5.818e-27|id..nn.2+entita..nn.1+eter..nn.2:5.818e-27|id..nn.3+entita..nn.1+eter..nn.1:5.818e-27|,|id+entiteter|id+entit+eter|,0.0,22,20,OO,-1,SVT Nyheter 1018,0
1138,25,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,23,20,RA,-1,SVT Nyheter 1018,0
1138,25,internet,NN.NEU.SIN.IND.NOM,|internet|,|internet..nn.1|,|internet..1:-1.000|,|,|,0.0,24,23,PA,-1,SVT Nyheter 1018,0
1138,25,.,MAD,|,|,|,|,|,,25,2,IP,-1,SVT Nyheter 1018,0
